cid,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
004,2014-05-08 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
004,2014-05-08 13:00:00,3,25,1004,83,4.32,2
004,2014-05-08 14:00:00,3,24,1003,85,8.64,9
004,2014-05-08 15:00:00,5,24,1003,85,8.64,3
004,2014-05-08 16:00:00,5,23,1002,88,6.84,13
004,2014-05-08 17:00:00,8,22,1001,95,11.16,13
004,2014-05-08 18:00:00,8,22,1001,95,9.36,1
004,2014-05-08 19:00:00,8,22,1001,95,7.92,13
004,2014-05-08 20:00:00,8,22,1001,96,8.28,24
004,2014-05-08 21:00:00,8,22,1001,94,14.4,14
004,2014-05-08 22:00:00,8,22,1001,95,14.76,14
004,2014-05-08 23:00:00,5,21,1002,96,21.24,14
004,2014-05-09 00:00:00,4,21,1003,96,13.68,14
004,2014-05-09 01:00:00,5,21,1003,96,4.68,14
004,2014-05-09 02:00:00,3,21,1002,96,7.56,9
004,2014-05-09 03:00:00,3,21,1001,97,7.56,9
004,2014-05-09 04:00:00,3,21,1001,97,7.56,1
004,2014-05-09 05:00:00,3,21,1000,96,6.84,9
004,2014-05-09 06:00:00,5,21,1000,94,12.96,9
004,2014-05-09 07:00:00,5,21,1001,96,9,13
004,2014-05-09 08:00:00,8,21,1002,96,11.16,13
004,2014-05-09 09:00:00,8,21,1002,96,8.28,13
004,2014-05-09 10:00:00,8,,,,,13
004,2014-05-09 11:00:00,8,21,1003,96,7.92,13
004,2014-05-09 12:00:00,8,21,1003,95,16.2,13
004,2014-05-09 13:00:00,8,21,1002,96,7.56,13
004,2014-05-09 14:00:00,8,21,1002,97,9,13
004,2014-05-09 15:00:00,8,21,1001,96,12.96,13
004,2014-05-09 16:00:00,8,21,1000,96,16.92,13
004,2014-05-09 17:00:00,8,21,999,96,13.68,13
004,2014-05-09 18:00:00,8,21,999,95,6.84,1
004,2014-05-09 19:00:00,5,21,1000,96,15.48,13
004,2014-05-09 20:00:00,5,21,1001,95,10.8,13
004,2014-05-09 21:00:00,8,22,1001,95,9.36,13
004,2014-05-09 22:00:00,8,22,1002,95,5.4,13
004,2014-05-09 23:00:00,8,22,1003,96,7.2,13
004,2014-05-10 00:00:00,5,21,1003,96,6.12,13
004,2014-05-10 01:00:00,3,21,1002,96,11.16,13
004,2014-05-10 02:00:00,3,21,1001,96,9,9
004,2014-05-10 03:00:00,3,22,1001,95,9.72,1
004,2014-05-10 04:00:00,3,21,1001,95,4.68,13
004,2014-05-10 05:00:00,3,21,1000,94,7.92,13
004,2014-05-10 06:00:00,3,21,1001,93,7.56,1
004,2014-05-10 07:00:00,3,21,1001,93,10.08,13
004,2014-05-10 08:00:00,3,23,1002,86,6.48,13
004,2014-05-10 09:00:00,3,23,1002,86,6.48,13
004,2014-05-10 10:00:00,3,25,1002,81,8.28,13
004,2014-05-10 11:00:00,3,25,1002,78,8.28,13
004,2014-05-10 12:00:00,3,27,1001,75,10.8,13
004,2014-05-10 13:00:00,5,26,1001,75,11.52,13
004,2014-05-10 14:00:00,5,26,1000,80,7.56,13
004,2014-05-10 15:00:00,3,25,999,78,7.56,13
004,2014-05-10 16:00:00,3,25,1000,80,9,13
004,2014-05-10 17:00:00,3,24,998,84,5.4,3
004,2014-05-10 18:00:00,3,24,998,81,9,13
004,2014-05-10 19:00:00,3,25,998,75,9,13
004,2014-05-10 20:00:00,3,24,999,0,,13
004,2014-05-10 21:00:00,3,24,999,79,4.32,13
004,2014-05-10 22:00:00,3,24,1000,80,5.4,13
004,2014-05-10 23:00:00,3,24,1001,82,9,13
004,2014-05-11 00:00:00,3,24,1001,82,9,13
004,2014-05-11 01:00:00,3,,,,,13
004,2014-05-11 02:00:00,3,24,1000,86,4.68,13
004,2014-05-11 03:00:00,3,24,1000,86,4.68,3
004,2014-05-11 04:00:00,3,24,1000,86,4.68,0
004,2014-05-11 05:00:00,3,25,999,86,6.84,13
004,2014-05-11 06:00:00,5,24,999,88,2.52,13
004,2014-05-11 07:00:00,8,24,999,89,5.04,13
004,2014-05-11 08:00:00,8,23,1000,94,7.56,23
004,2014-05-11 09:00:00,8,23,1001,96,14.04,3
004,2014-05-11 10:00:00,8,22,1002,97,11.52,13
004,2014-05-11 11:00:00,3,22,1002,97,11.52,1
004,2014-05-11 12:00:00,4,22,1001,97,5.04,13
004,2014-05-11 13:00:00,3,22,1001,97,5.04,13
004,2014-05-11 14:00:00,8,22,1001,97,5.04,24
004,2014-05-11 15:00:00,8,22,1000,95,11.16,3
004,2014-05-11 16:00:00,8,22,999,96,5.76,13
004,2014-05-11 17:00:00,8,22,999,96,5.76,3
004,2014-05-11 18:00:00,8,22,1000,97,11.16,9
004,2014-05-11 19:00:00,8,22,1000,97,15.48,13
004,2014-05-11 20:00:00,8,21,1000,97,4.32,13
004,2014-05-11 21:00:00,5,21,1001,98,5.4,13
004,2014-05-11 22:00:00,3,21,1001,98,5.4,14
004,2014-05-11 23:00:00,5,22,1001,98,5.4,13
004,2014-05-12 00:00:00,3,22,1001,98,7.2,13
004,2014-05-12 01:00:00,3,22,1001,98,7.92,13
004,2014-05-12 02:00:00,5,22,1001,98,7.2,9
004,2014-05-12 03:00:00,3,22,1001,98,7.2,13
004,2014-05-12 04:00:00,3,22,1000,98,6.48,14
004,2014-05-12 05:00:00,3,22,1000,98,3.24,4
004,2014-05-12 06:00:00,3,22,1000,98,3.24,14
004,2014-05-12 07:00:00,3,22,1000,97,5.76,14
004,2014-05-12 08:00:00,3,22,1001,97,10.44,14
004,2014-05-12 09:00:00,3,22,1001,97,10.44,14
004,2014-05-12 10:00:00,3,23,1002,95,6.12,9
004,2014-05-12 11:00:00,3,27,1003,83,6.48,2
004,2014-05-12 12:00:00,3,27,1003,81,6.12,23
004,2014-05-12 13:00:00,3,27,1003,81,6.12,23
004,2014-05-12 14:00:00,3,28,1002,74,5.76,23
004,2014-05-12 15:00:00,3,29,1000,73,3.96,23
004,2014-05-12 16:00:00,3,29,1000,69,5.4,23
004,2014-05-12 17:00:00,3,29,1000,70,10.08,23
004,2014-05-12 18:00:00,3,28,1000,76,6.12,9
004,2014-05-12 19:00:00,3,28,1000,76,6.12,23
004,2014-05-12 20:00:00,3,27,1000,0,,23
004,2014-05-12 21:00:00,3,27,1000,0,,3
004,2014-05-12 22:00:00,3,27,1000,0,,24
004,2014-05-12 23:00:00,3,26,1002,87,4.32,3
004,2014-05-13 00:00:00,3,26,1002,87,0.36,13
004,2014-05-13 01:00:00,3,26,1002,91,3.6,13
004,2014-05-13 02:00:00,3,25,1001,92,3.96,13
004,2014-05-13 03:00:00,3,25,1001,94,1.44,13
004,2014-05-13 04:00:00,3,25,1000,94,9.36,13
004,2014-05-13 05:00:00,3,25,1000,94,9.36,13
004,2014-05-13 06:00:00,3,25,1000,94,5.76,13
004,2014-05-13 07:00:00,3,25,1000,96,4.68,13
004,2014-05-13 08:00:00,3,25,1000,96,4.32,13
004,2014-05-13 09:00:00,3,25,1001,97,6.48,13
004,2014-05-13 10:00:00,3,26,1002,97,4.32,13
004,2014-05-13 11:00:00,3,26,1002,96,9.36,13
004,2014-05-13 12:00:00,3,27,1002,94,11.88,13
004,2014-05-13 13:00:00,3,27,1001,95,15.12,13
004,2014-05-13 14:00:00,3,28,1000,87,20.88,13
004,2014-05-13 15:00:00,3,28,1000,87,20.88,13
004,2014-05-13 16:00:00,3,29,999,79,24.48,3
004,2014-05-13 17:00:00,3,28,998,78,19.8,13
004,2014-05-13 18:00:00,3,28,997,80,21.6,13
004,2014-05-13 19:00:00,3,28,997,80,21.6,13
004,2014-05-13 20:00:00,3,28,998,80,9,13
004,2014-05-13 21:00:00,3,28,998,80,9,13
004,2014-05-13 22:00:00,3,27,998,85,4.68,13
004,2014-05-13 23:00:00,3,27,998,85,4.68,3
004,2014-05-14 00:00:00,3,27,998,85,4.68,13
004,2014-05-14 01:00:00,3,27,999,86,2.88,13
004,2014-05-14 02:00:00,3,27,999,88,4.32,13
004,2014-05-14 03:00:00,3,26,998,88,7.2,13
004,2014-05-14 04:00:00,3,26,998,88,5.04,13
004,2014-05-14 05:00:00,3,26,998,86,5.76,13
004,2014-05-14 06:00:00,3,26,998,89,2.16,13
004,2014-05-14 07:00:00,3,26,998,89,2.16,13
004,2014-05-14 08:00:00,3,27,999,85,13.32,13
004,2014-05-14 09:00:00,3,28,1000,82,19.44,13
004,2014-05-14 10:00:00,3,28,1000,81,20.52,13
004,2014-05-14 11:00:00,3,28,1000,82,17.64,3
004,2014-05-14 12:00:00,3,28,999,81,22.32,13
004,2014-05-14 13:00:00,3,29,999,80,24.12,13
004,2014-05-14 14:00:00,3,29,999,80,24.12,13
004,2014-05-14 15:00:00,3,29,999,80,24.12,13
004,2014-05-14 16:00:00,3,29,997,76,26.28,3
004,2014-05-14 17:00:00,3,30,996,73,24.84,13
004,2014-05-14 18:00:00,3,30,996,73,24.84,13
004,2014-05-14 19:00:00,3,28,996,80,15.84,13
004,2014-05-14 20:00:00,3,28,996,81,19.44,13
004,2014-05-14 21:00:00,3,28,996,81,18,13
004,2014-05-14 22:00:00,3,28,996,81,18,13
004,2014-05-14 23:00:00,3,28,997,84,6.84,13
004,2014-05-15 00:00:00,3,28,998,83,15.48,13
004,2014-05-15 01:00:00,3,28,998,84,15.48,13
004,2014-05-15 02:00:00,3,27,997,89,19.44,13
004,2014-05-15 03:00:00,3,27,996,89,16.56,13
004,2014-05-15 04:00:00,3,27,996,89,16.56,3
004,2014-05-15 05:00:00,3,27,996,89,16.56,3
004,2014-05-15 06:00:00,3,27,997,89,11.16,13
004,2014-05-15 07:00:00,3,27,997,89,11.16,13
004,2014-05-15 08:00:00,3,27,998,92,12.6,13
004,2014-05-15 09:00:00,3,27,999,90,14.76,3
004,2014-05-15 10:00:00,3,28,999,87,5.4,13
004,2014-05-15 11:00:00,3,28,999,87,5.4,13
004,2014-05-15 12:00:00,3,28,999,88,16.56,13
004,2014-05-15 13:00:00,3,28,999,88,16.56,13
004,2014-05-15 14:00:00,3,29,999,81,19.44,13
004,2014-05-15 15:00:00,3,29,998,81,19.8,13
004,2014-05-15 16:00:00,3,29,997,78,20.52,13
004,2014-05-15 17:00:00,3,29,997,78,13.32,3
004,2014-05-15 18:00:00,3,28,997,81,8.64,13
004,2014-05-15 19:00:00,3,28,997,79,9.72,13
004,2014-05-15 20:00:00,3,28,997,80,17.64,13
004,2014-05-15 21:00:00,3,28,997,80,17.64,13
004,2014-05-15 22:00:00,3,28,998,84,11.16,13
004,2014-05-15 23:00:00,3,27,999,89,5.4,13
004,2014-05-16 00:00:00,3,27,999,88,3.96,3
004,2014-05-16 01:00:00,4,27,999,88,3.96,13
004,2014-05-16 02:00:00,5,27,999,88,3.96,13
004,2014-05-16 03:00:00,5,27,999,88,3.96,13
004,2014-05-16 04:00:00,8,27,999,88,3.96,13
004,2014-05-16 05:00:00,3,27,999,88,3.96,13
004,2014-05-16 06:00:00,3,27,999,88,3.96,9
004,2014-05-16 07:00:00,3,27,999,88,3.96,13
004,2014-05-16 08:00:00,3,27,1001,89,1.08,13
004,2014-05-16 09:00:00,3,27,1001,89,1.08,13
004,2014-05-16 10:00:00,3,28,1001,86,2.88,3
004,2014-05-16 11:00:00,3,28,1001,87,7.56,3
004,2014-05-16 12:00:00,5,28,1001,87,7.56,23
004,2014-05-16 13:00:00,3,29,1001,83,3.96,3
004,2014-05-16 14:00:00,3,28,1000,89,12.24,13
004,2014-05-16 15:00:00,3,28,1000,88,16.2,13
004,2014-05-16 16:00:00,3,28,1000,0,,13
004,2014-05-16 17:00:00,3,29,1000,84,3.96,13
004,2014-05-16 18:00:00,3,29,1000,84,3.96,13
004,2014-05-16 19:00:00,3,28,1000,82,4.32,13
004,2014-05-16 20:00:00,3,28,1000,85,8.28,13
004,2014-05-16 21:00:00,3,28,1000,85,8.28,13
004,2014-05-16 22:00:00,3,27,1002,89,4.68,13
004,2014-05-16 23:00:00,3,27,1002,89,4.68,13
004,2014-05-17 00:00:00,8,27,1001,88,1.08,13
004,2014-05-17 01:00:00,8,27,1002,90,2.52,23
004,2014-05-17 02:00:00,8,27,1001,88,4.32,23
004,2014-05-17 03:00:00,8,27,1001,88,4.32,3
004,2014-05-17 04:00:00,5,26,1001,94,4.32,3
004,2014-05-17 05:00:00,3,26,1002,95,2.52,13
004,2014-05-17 06:00:00,3,26,1002,95,2.52,3
004,2014-05-17 07:00:00,5,26,1002,95,2.52,3
004,2014-05-17 08:00:00,8,26,1002,95,2.52,3
004,2014-05-17 09:00:00,3,26,1003,95,3.24,13
004,2014-05-17 10:00:00,3,26,1003,95,3.24,13
004,2014-05-17 11:00:00,3,26,1003,95,3.24,13
004,2014-05-17 12:00:00,3,30,1002,72,9.72,13
004,2014-05-17 13:00:00,3,30,1002,72,9.72,13
004,2014-05-17 14:00:00,3,31,1001,68,14.04,13
004,2014-05-17 15:00:00,3,30,1000,72,16.56,13
004,2014-05-17 16:00:00,3,30,999,72,11.88,3
004,2014-05-17 17:00:00,3,30,999,72,11.88,13
004,2014-05-17 18:00:00,3,30,1000,75,7.2,13
004,2014-05-17 19:00:00,3,28,1001,83,5.4,13
004,2014-05-17 20:00:00,3,28,1001,83,5.4,3
004,2014-05-17 21:00:00,5,28,1001,85,7.56,14
004,2014-05-17 22:00:00,3,28,1001,85,7.56,1
004,2014-05-17 23:00:00,3,28,1002,85,11.52,1
004,2014-05-18 00:00:00,4,24,1003,92,6.84,9
004,2014-05-18 01:00:00,3,25,1002,91,6.48,13
004,2014-05-18 02:00:00,3,25,1002,91,6.48,13
004,2014-05-18 03:00:00,3,25,1002,91,6.48,13
004,2014-05-18 04:00:00,8,26,1001,92,6.12,13
004,2014-05-18 05:00:00,5,26,1001,91,4.68,3
004,2014-05-18 06:00:00,3,26,1001,91,4.68,13
004,2014-05-18 07:00:00,3,26,1002,89,2.52,13
004,2014-05-18 08:00:00,3,27,1002,0,,3
004,2014-05-18 09:00:00,5,27,1003,86,3.24,13
004,2014-05-18 10:00:00,3,28,1003,0,,3
004,2014-05-18 11:00:00,3,28,1003,0,,13
004,2014-05-18 12:00:00,5,29,1003,87,11.16,3
004,2014-05-18 13:00:00,3,29,1002,80,15.48,3
004,2014-05-18 14:00:00,3,29,1002,80,15.48,3
004,2014-05-18 15:00:00,3,26,1001,89,12.96,3
004,2014-05-18 16:00:00,3,28,1001,75,9.36,13
004,2014-05-18 17:00:00,3,28,1001,75,9.36,13
004,2014-05-18 18:00:00,3,28,1001,75,9.36,13
004,2014-05-18 19:00:00,3,28,1001,82,15.84,13
004,2014-05-18 20:00:00,3,28,1001,84,16.92,13
004,2014-05-18 21:00:00,3,28,1001,86,5.04,13
004,2014-05-18 22:00:00,3,27,1001,84,4.68,13
004,2014-05-18 23:00:00,3,27,1002,83,6.12,13
004,2014-05-19 00:00:00,3,27,1002,83,6.12,13
004,2014-05-19 01:00:00,3,27,1001,90,3.24,3
004,2014-05-19 02:00:00,3,27,1001,90,3.24,3
004,2014-05-19 03:00:00,3,27,1002,88,3.24,3
004,2014-05-19 04:00:00,3,27,1002,88,3.24,3
004,2014-05-19 05:00:00,5,27,1002,88,3.24,3
004,2014-05-19 06:00:00,5,27,1002,91,5.04,23
004,2014-05-19 07:00:00,3,27,1002,92,17.28,3
004,2014-05-19 08:00:00,5,27,1003,93,12.6,3
004,2014-05-19 09:00:00,3,27,1003,93,4.68,23
004,2014-05-19 10:00:00,3,27,1003,95,7.56,3
004,2014-05-19 11:00:00,3,27,1003,95,7.56,13
004,2014-05-19 12:00:00,3,28,1003,91,9,13
004,2014-05-19 13:00:00,3,28,1003,91,9,13
004,2014-05-19 14:00:00,3,30,1002,78,21.24,3
004,2014-05-19 15:00:00,3,30,1002,78,21.24,13
004,2014-05-19 16:00:00,3,30,1000,71,21.96,13
004,2014-05-19 17:00:00,3,29,1000,77,13.32,13
004,2014-05-19 18:00:00,8,28,1000,80,12.6,13
004,2014-05-19 19:00:00,8,28,1000,79,19.8,2
004,2014-05-19 20:00:00,8,24,1002,94,6.12,13
004,2014-05-19 21:00:00,5,24,1001,95,2.16,23
