cid,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
001,2014-05-02 08:00:00,,14.4,762.2,24,8,4
001,2014-05-02 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-02 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-02 11:00:00,,18.6,763.6,14,4,24
001,2014-05-02 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-02 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-02 14:00:00,,21.8,761.6,11,2,3
001,2014-05-02 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-02 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-02 17:00:00,,20.5,762.2,24,3,24
001,2014-05-02 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-02 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-02 20:00:00,,15.7,763.7,38,1,14
001,2014-05-02 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-02 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-02 23:00:00,,13.3,763.6,49,1,2
001,2014-05-03 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 02:00:00,,11.4,762.6,56,2,23
001,2014-05-03 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 05:00:00,,11.1,761.1,53,1,23
001,2014-05-03 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 08:00:00,,15.8,760.3,37,4,23
001,2014-05-03 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 11:00:00,,21.7,757.3,27,5,3
001,2014-05-03 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 14:00:00,,21.6,756.5,24,6,23
001,2014-05-03 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 17:00:00,,22,756.4,12,4,24
001,2014-05-03 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 20:00:00,,17.1,760.5,16,9,24
001,2014-05-03 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-03 23:00:00,,13.2,763.3,23,5,24
001,2014-05-04 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 02:00:00,,11.4,763.5,27,4,24
001,2014-05-04 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 05:00:00,,9.8,763.6,28,3,24
001,2014-05-04 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 08:00:00,,13,763.3,18,3,24
001,2014-05-04 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 11:00:00,,16.1,763,8,9,24
001,2014-05-04 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 14:00:00,,17.8,762.9,8,8,4
001,2014-05-04 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 17:00:00,,17.2,763,10,4,24
001,2014-05-04 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 20:00:00,,14.7,763.9,15,2,24
001,2014-05-04 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-04 23:00:00,,10.4,764.4,33,1,13
001,2014-05-05 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 02:00:00,,6.9,763.6,49,0,0
001,2014-05-05 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 05:00:00,,9.3,764,33,3,14
001,2014-05-05 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 08:00:00,,14.1,765.4,13,5,4
001,2014-05-05 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 11:00:00,,17.2,764.8,11,3,14
001,2014-05-05 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 14:00:00,,19.5,762.5,13,2,23
001,2014-05-05 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 17:00:00,,20.4,760.9,14,3,23
001,2014-05-05 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 20:00:00,,16.9,761.4,20,1,3
001,2014-05-05 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-05 23:00:00,,14,761.4,28,3,23
001,2014-05-06 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 02:00:00,,11.8,760.1,37,2,13
001,2014-05-06 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 05:00:00,,9.8,759.3,52,1,14
001,2014-05-06 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 08:00:00,,13.8,758.5,41,2,4
001,2014-05-06 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 11:00:00,,17.7,757.2,34,3,14
001,2014-05-06 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 14:00:00,,19.8,754.9,34,3,14
001,2014-05-06 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 17:00:00,,20.2,753,37,2,1
001,2014-05-06 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 20:00:00,,18.9,753.4,44,3,14
001,2014-05-06 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-06 23:00:00,,16.6,752.8,65,2,14
001,2014-05-07 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 02:00:00,,15.1,752.3,68,2,14
001,2014-05-07 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 05:00:00,,12.8,752.4,77,2,14
001,2014-05-07 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 08:00:00,,18.3,754.1,44,3,4
001,2014-05-07 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 11:00:00,,21.8,754.9,17,5,4
001,2014-05-07 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 14:00:00,,25,754.6,13,5,24
001,2014-05-07 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 17:00:00,,25.5,754.6,11,3,24
001,2014-05-07 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 20:00:00,,20.9,757,21,2,14
001,2014-05-07 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-07 23:00:00,,15.7,760,62,2,14
001,2014-05-08 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 02:00:00,,12.7,761.2,79,1,2
001,2014-05-08 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 05:00:00,,10.9,761.2,86,1,23
001,2014-05-08 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 08:00:00,,16.4,762.1,63,1,24
001,2014-05-08 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 11:00:00,,20.7,761.9,36,3,3
001,2014-05-08 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 14:00:00,,21.6,759.7,34,4,3
001,2014-05-08 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 17:00:00,,22.9,758.5,28,3,3
001,2014-05-08 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 20:00:00,,19.5,759.3,37,4,1
001,2014-05-08 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-08 23:00:00,,17.7,760.7,45,2,1
001,2014-05-09 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 02:00:00,,16.8,761,49,1,14
001,2014-05-09 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 05:00:00,,16.6,760.8,45,3,1
001,2014-05-09 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 08:00:00,,16.7,761.3,48,5,1
001,2014-05-09 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 11:00:00,,17.4,761.8,57,2,13
001,2014-05-09 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 14:00:00,,19.4,760.7,47,4,14
001,2014-05-09 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 17:00:00,,19.9,759.7,35,6,13
001,2014-05-09 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 20:00:00,,18.4,760.9,37,4,1
001,2014-05-09 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-09 23:00:00,,16,761.8,50,4,14
001,2014-05-10 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 02:00:00,,15.3,761.8,51,2,14
001,2014-05-10 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 05:00:00,,14.5,761.9,55,3,14
001,2014-05-10 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 08:00:00,,15.7,762.7,51,4,14
001,2014-05-10 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 11:00:00,,17.5,762.7,51,3,1
001,2014-05-10 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 14:00:00,,19.3,761.6,44,4,14
001,2014-05-10 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 17:00:00,,20.6,760.7,34,2,14
001,2014-05-10 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 20:00:00,,19.1,761.4,39,1,13
001,2014-05-10 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-10 23:00:00,,13.3,762.4,77,1,14
001,2014-05-11 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 02:00:00,,10.5,760,90,3,14
001,2014-05-11 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 05:00:00,,10.6,757.9,92,2,14
001,2014-05-11 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 08:00:00,,11.3,756.7,94,3,14
001,2014-05-11 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 11:00:00,,11.2,755.5,91,4,14
001,2014-05-11 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 14:00:00,,12,753.2,83,3,14
001,2014-05-11 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 17:00:00,,14.1,751.6,66,3,24
001,2014-05-11 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 20:00:00,,12.5,751.5,81,3,23
001,2014-05-11 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-11 23:00:00,,12.1,751.4,87,2,2
001,2014-05-12 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 02:00:00,,12.7,750,81,1,23
001,2014-05-12 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 05:00:00,,10.1,750.1,92,1,14
001,2014-05-12 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 08:00:00,,18.9,751.8,62,1,23
001,2014-05-12 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 11:00:00,,25.8,751.9,31,5,23
001,2014-05-12 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 14:00:00,,28.2,750.7,22,7,23
001,2014-05-12 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 17:00:00,,29.2,749.5,28,5,23
001,2014-05-12 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 20:00:00,,24.8,750.1,42,4,23
001,2014-05-12 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-12 23:00:00,,24.9,750.8,27,5,23
001,2014-05-13 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 02:00:00,,20.7,750.4,44,4,23
001,2014-05-13 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 05:00:00,,15.4,750.3,67,0,0
001,2014-05-13 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 08:00:00,,19.9,751,56,1,3
001,2014-05-13 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 11:00:00,,26.1,750.3,33,1,4
001,2014-05-13 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 14:00:00,,29.3,749.2,26,2,4
001,2014-05-13 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 17:00:00,,29.7,748.3,12,3,24
001,2014-05-13 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 20:00:00,,26.6,750,12,3,24
001,2014-05-13 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-13 23:00:00,,23.4,752.3,11,5,24
001,2014-05-14 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 02:00:00,,19.4,753.1,17,5,24
001,2014-05-14 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 05:00:00,,18,754.2,19,3,4
001,2014-05-14 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 08:00:00,,18.6,755.8,23,4,24
001,2014-05-14 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 11:00:00,,20,755.8,22,5,24
001,2014-05-14 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 14:00:00,,21.4,754.7,20,5,24
001,2014-05-14 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 17:00:00,,22,752.8,17,1,23
001,2014-05-14 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 20:00:00,,18.8,753.1,25,2,23
001,2014-05-14 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-14 23:00:00,,16.3,752.6,32,2,23
001,2014-05-15 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 02:00:00,,13.9,750.7,43,1,23
001,2014-05-15 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 05:00:00,,10.5,751,64,1,13
001,2014-05-15 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 08:00:00,,17.5,751.6,35,2,14
001,2014-05-15 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 11:00:00,,24.4,750.8,23,1,13
001,2014-05-15 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 14:00:00,,28.3,749.2,18,4,23
001,2014-05-15 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 17:00:00,,28.5,748.1,17,4,23
001,2014-05-15 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 20:00:00,,26.7,748.7,22,2,1
001,2014-05-15 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-15 23:00:00,,21.6,750.1,39,2,13
001,2014-05-16 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 02:00:00,,18.7,751,42,2,4
001,2014-05-16 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 04:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 05:00:00,,16.2,752.8,53,1,14
001,2014-05-16 06:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 08:00:00,,23.6,755.2,22,4,14
001,2014-05-16 09:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 10:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 11:00:00,,26.1,756.1,22,4,14
001,2014-05-16 12:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 13:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 14:00:00,,28.4,755.4,15,3,14
001,2014-05-16 15:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 16:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 17:00:00,,28.7,755.2,18,3,13
001,2014-05-16 18:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 19:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 20:00:00,,24.6,757.5,29,6,3
001,2014-05-16 21:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 22:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-16 23:00:00,,20.5,759.4,32,1,3
001,2014-05-17 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-17 01:00:00,NULL,NULL,NULL,NULL,NULL,NULL
001,2014-05-17 02:00:00,,17.8,760,44,2,1
001,2014-05-17 03:00:00,NULL,NULL,NULL,NULL,NULL,NULL
